-47.428074	27.948914	-1666.5951	9941.9999	0.070741325
-44.764539	26.182954	-5186.6766	15615.05	0.53699184
-45.208516	26.608422	-3716.1014	11915.224	0.087843648
-46.595551	25.775268	-10242.023	1782.7573	0.7247505
-47.834875	25.67178	-4592.5073	38914.378	0.90459994
-47.505351	27.562804	-7617.9281	64893.578	0.63691537
-47.604016	27.823838	-8738.0643	23190.679	0.14185723
-46.920096	25.249256	-9190.7468	6408.92	0.45904335
-44.648241	27.876712	-3128.806	54351.412	0.49724461
-47.046932	25.904577	-7251.9218	15956.688	0.88184799
-47.355913	25.866576	-4172.333	49934.351	0.13784479
-45.957661	25.04543	-9647.9603	58729.725	0.67326905
-46.533141	26.552499	-5579.4494	62513.222	0.23810123
-47.650684	25.40974	-2246.8326	51169.356	0.79024099
-45.897754	26.681212	-9651.6116	7790.3472	0.46359929
-46.15725	26.25504	-5958.8284	14475.902	0.25918008
-45.645958	26.008678	-10619.39	58663.185	0.95732541
-46.708796	25.013053	-3107.0371	59096.253	0.62294136
-45.511461	25.104744	-5749.4506	19770.892	0.49799923
-44.256438	25.793705	-6552.799	4994.2685	0.12777533
-45.364299	27.97118	-10754.603	50751.157	0.10913962
-44.10397	25.841308	-7381.4324	36129.099	0.046808693
-46.106616	27.747233	-1819.461	44010.917	0.63639305
-46.889504	25.375244	-2814.1168	24440.108	0.79138256
-44.705158	25.999071	-2788.7876	52857.042	0.31105514
-44.961346	27.928622	-2022.8544	60166.096	0.51190516
-47.049253	26.607028	-2414.703	49095.47	0.28479625
-47.329859	26.701621	-1611.3468	58837.92	0.32720902
-46.077341	27.200278	-491.15925	48197.313	0.21788462
-45.505988	27.430995	-6840.9007	29027.525	0.19410842
-45.156283	26.104138	-3697.2808	29383.763	0.79425178
-44.284962	27.994964	-2412.5134	44625.352	0.37621274
-47.658433	26.750189	-10977.188	17943.814	0.3524222
-45.098761	26.647919	-10061.994	9265.4081	0.15018419
-44.587686	26.094868	-5250.9373	56740.436	0.88986714
-44.390665	26.229426	-2147.6777	35527.984	0.20087701
-46.694278	26.077109	-3238.6101	21351.789	0.60160916
-46.185891	25.360317	-6488.7404	45370.643	0.68853248
-47.49667	27.093159	-6536.017	24860.02	0.78056406
